tripid,faremethod,fare,loc_from,loc_to,driverid,custid,distance,duration
588,2,173.4,10,6,1336,3048,10.34,12
589,3,138.36,10,11,1310,2139,15.03,9
590,2,304.32,3,15,1561,2337,16.18,16
591,1,96.12,2,15,1454,2170,11.51,2
592,2,310.8,7,1,1311,2025,16.45,12
593,3,67.25,13,8,1233,3643,6.45,6
594,1,45,13,3,1310,3265,2,6
595,2,185.76,10,14,1203,2601,11.24,6
596,2,330.48,12,15,1897,3971,17.27,14
597,4,99.6,1,13,1240,2804,11.8,9
598,1,58.3,10,6,1991,3394,4.66,11
599,2,139.4,5,12,1026,2317,6.94,6
600,2,90,9,3,1458,2633,2,9
601,2,105.3,1,8,1227,2779,3.53,10
602,1,82.1,13,8,1528,2420,9.42,14
603,1,114.36,4,2,1715,3872,13.03,10
604,1,105.84,7,2,1706,3984,12.32,21
605,2,228.72,7,10,1746,2570,13.03,17
606,2,227.52,10,2,1706,3182,12.98,17
607,2,100.4,2,7,1059,3463,3.04,12
608,3,58.55,15,5,1719,3924,4.71,18
609,3,117.36,8,3,1851,2562,13.28,2
610,2,132.4,9,10,1421,2708,6.24,15
611,4,46.05,9,13,1095,2261,2.21,6
612,1,155.4,4,1,1125,3310,16.45,22
613,2,275.04,13,3,1955,2654,14.96,19
614,2,354,1,3,1093,3051,18.25,12
615,2,238.56,5,5,1982,2037,13.44,11
616,2,96.8,12,15,1157,2040,2.68,14
617,2,334.32,8,12,1387,2452,17.43,10
618,2,130.3,6,7,1085,2287,6.03,5
619,1,75.2,14,9,1592,2531,8.04,10
620,2,173.4,4,6,1843,3548,10.34,17
621,2,178.3,11,8,1448,3717,10.83,21
622,1,77.6,13,8,1945,3051,8.52,18
623,2,178.3,8,8,1928,2781,10.83,19
624,3,180.84,10,10,1154,2965,18.57,12
625,2,178.3,8,10,1570,2891,10.83,8
626,3,66,7,2,1276,3128,6.2,6
627,2,125.8,3,13,1896,3853,5.58,11
628,2,99,6,7,1244,2780,2.9,19
629,2,129.8,9,8,1736,2791,5.98,5
630,2,323.76,8,6,1135,2037,16.99,14
631,3,74.25,11,12,1688,2919,7.85,6
632,3,190.8,11,9,1512,2881,19.4,2
633,2,178.3,12,8,1911,3529,10.83,11
634,2,114.3,7,6,1460,3581,4.43,11
635,2,211.68,3,9,1123,2232,12.32,6
636,4,152.88,14,6,1125,2003,16.24,19
637,2,334.32,8,12,1628,2565,17.43,9
638,2,110.4,5,11,1633,3023,4.04,6
639,2,149.8,1,13,1164,2905,7.98,5
640,2,130.3,8,12,1339,2536,6.03,11
641,2,312.72,10,9,1849,2261,16.53,20
642,2,132,8,2,1104,2454,6.2,11
643,2,234.72,5,14,1580,2782,13.28,18
644,2,276.72,10,3,1733,2520,15.03,1
645,1,64.5,3,9,1100,2939,5.9,11
646,4,120.6,10,1,1003,2337,13.55,8
647,3,55.2,11,2,1088,3025,4.04,15
648,2,105.3,2,15,1320,3355,3.53,11
649,2,134.5,2,14,1671,3549,6.45,19
650,2,130.3,1,9,1421,3279,6.03,18
651,2,220.8,1,10,1430,2648,12.7,5
652,2,192.24,7,15,1966,2073,11.51,2
653,2,220.8,14,1,1181,3973,12.7,8
654,4,150.84,5,3,1444,3364,16.07,9
655,2,186.24,7,11,1597,3460,11.26,3
656,1,55.1,14,8,1437,2962,4.02,13
657,2,330.48,2,13,1755,3482,17.27,2
658,1,46.8,1,8,1571,3550,2.36,16
659,2,360.96,4,12,1231,2059,18.54,12
660,3,91.32,15,12,1497,3089,11.11,22
661,4,59.1,14,11,1740,3131,4.82,20
662,2,247.2,11,8,1652,3582,13.8,12
663,2,323.76,11,6,1817,3146,16.99,10
664,1,59.1,4,8,1334,3991,4.82,6
665,2,173.4,3,6,1853,3605,10.34,10
666,3,79,13,5,1709,2347,8.8,13
667,1,82.6,12,11,1347,2414,9.52,17
668,1,83.4,5,5,1642,2367,9.68,19
669,2,165.2,10,11,1820,2444,9.52,9
670,1,92.88,15,13,1893,3468,11.24,23
671,2,310.8,15,15,1044,3998,16.45,1
672,4,106.68,3,15,1477,2905,12.39,7
673,4,55.2,6,2,1132,2443,4.04,15
674,2,340.8,7,15,1427,2529,17.7,22
675,2,395.52,10,11,1434,2983,19.98,15
676,2,176,14,15,1347,2990,10.6,6
677,2,275.04,3,3,1624,3870,14.96,11
678,2,391.68,5,10,1466,2400,19.82,9
679,1,159.12,13,11,1787,2725,16.76,11
680,2,305.76,10,6,1699,3299,16.24,1
681,3,50.2,14,1,1174,3237,3.04,22
682,2,372,11,15,1904,3698,19,1
683,1,66.2,4,10,1825,3825,6.24,6
684,3,82.3,5,10,1847,2285,9.46,18
685,2,372,15,6,1664,2930,19,6
686,3,152.88,6,6,1891,3106,16.24,8
687,1,52.8,1,7,1471,2526,3.56,21
688,4,65.15,9,7,1877,3726,6.03,22
689,3,69.7,15,4,1838,3227,6.94,6
690,2,114.3,5,5,1359,3742,4.43,10
691,2,361.68,1,6,1730,2968,18.57,22
692,4,137.52,12,3,1540,3283,14.96,20
693,2,155.2,12,8,1075,3721,8.52,6
694,2,304.08,7,14,1241,2725,16.17,4
695,3,62.7,1,4,1339,3586,5.54,23
696,4,62.9,5,13,1570,3144,5.58,22
697,2,377.28,13,7,1295,3493,19.22,20
698,3,82.1,8,8,1761,3172,9.42,15
699,2,91.8,4,5,1041,3611,2.18,12
700,2,309.6,3,14,1943,2241,16.4,11
701,4,135.6,15,10,1892,2382,14.8,2
702,2,166.8,7,7,1931,3625,9.68,6
703,3,64.9,12,5,1469,2888,5.98,2
704,2,130.3,14,7,1145,2689,6.03,10
705,2,132,11,14,1644,2317,6.2,15
706,2,113.8,14,9,1121,3711,4.38,11
707,1,114.36,8,2,1491,3302,13.03,19
708,1,56.9,11,8,1795,2569,4.38,16
709,3,114.36,6,10,1603,2749,13.03,1
710,4,96.12,10,2,1470,3890,11.51,5
711,3,88,1,2,1298,3188,10.6,12
712,4,66.2,10,10,1655,3361,6.24,15
713,2,100.5,9,11,1784,3276,3.05,18
714,2,113.8,11,9,1668,2438,4.38,6
715,1,88,4,2,1021,3536,10.6,20
716,3,195.84,4,14,1033,2606,19.82,6
717,2,228.72,6,10,1460,3730,13.03,11
718,2,295.68,10,10,1866,3504,15.82,11
719,2,92.1,2,13,1746,2068,2.21,7
720,2,156,8,13,1188,3156,8.6,23
721,2,130.3,7,3,1249,3259,6.03,18
722,1,168.24,9,7,1754,3089,17.52,14
723,2,125.8,10,13,1708,3653,5.58,1
724,3,79.45,3,9,1004,2873,8.89,1
725,2,213.36,9,12,1181,2504,12.39,23
726,2,117.1,9,11,1788,2138,4.71,13
727,1,89.15,6,8,1225,2733,10.83,18
728,2,164.2,8,8,1936,3570,9.42,14
729,2,146.6,5,7,1285,3336,7.66,21
730,2,113.8,13,8,1265,3384,4.38,14
731,2,91.8,4,5,1571,2287,2.18,1
732,3,117.36,4,3,1798,2261,13.28,6
733,2,254.64,15,6,1467,2339,14.11,19
734,2,310.32,3,5,1370,3854,16.43,15
735,4,96.12,6,2,1685,2697,11.51,12
736,2,125.8,7,8,1496,3116,5.58,18
737,2,173.4,6,6,1647,3621,10.34,16
738,2,244.08,8,7,1976,2920,13.67,17
739,3,88.6,12,1,1323,2788,10.72,11
740,3,163.44,12,8,1216,3373,17.12,12
741,2,211.68,1,9,1650,3925,12.32,10
742,2,139.4,2,4,1629,3324,6.94,9
743,2,132,15,14,1222,2589,6.2,12
744,1,145.2,8,6,1285,3602,15.6,22
745,2,158,12,5,1167,2238,8.8,11
746,2,211.68,15,2,1905,2164,12.32,14
747,2,146.6,10,7,1201,3494,7.66,13
748,3,186,9,15,1440,3807,19,11
749,4,46.8,10,6,1016,3747,2.36,7
750,2,186.24,6,11,1555,3725,11.26,6
751,4,106.68,11,12,1166,3578,12.39,23
752,2,139.4,5,4,1984,2901,6.94,21
753,4,55.1,1,8,1109,3905,4.02,15
754,2,291.84,7,5,1177,3394,15.66,17
755,3,55.2,11,11,1900,2933,4.04,5
756,3,48.4,2,10,1494,3076,2.68,10
757,2,178.3,2,8,1161,3912,10.83,2
758,2,286.8,6,2,1450,3150,15.45,6
759,2,105.6,13,4,1671,2770,3.56,11
760,2,156,12,13,1211,2474,8.6,19
761,2,116.6,7,6,1685,3687,4.66,13
762,2,295.68,14,10,1598,3072,15.82,22
763,2,132.4,5,10,1976,3291,6.24,23
764,2,140.1,8,14,1320,2073,7.01,11
765,3,117.36,10,14,1089,3845,13.28,14
766,2,105.3,7,8,1244,2082,3.53,23
767,4,117.36,10,14,1478,3838,13.28,16
768,2,129,15,1,1393,2523,5.9,23
769,1,123.6,8,12,1825,2277,13.8,1
770,2,130.3,8,12,1004,2362,6.03,10
771,4,154.8,15,14,1928,2836,16.4,9
772,2,224.64,5,4,1159,2236,12.86,19
773,4,143.4,1,6,1556,2013,15.45,4
774,4,177,15,12,1873,3331,18.25,10
775,2,155.7,11,10,1614,2252,8.57,6
776,4,147.84,11,5,1143,2495,15.82,6
777,2,334.32,5,12,1528,3613,17.43,11
778,4,46.05,15,13,1682,2097,2.21,12
779,1,190.8,13,4,1311,3737,19.4,23
780,4,89.15,9,2,1350,3802,10.83,11
781,2,323.76,10,14,1377,3936,16.99,9
782,4,79.45,3,9,1315,3164,8.89,18
783,3,58.3,5,3,1443,3881,4.66,11
784,2,290.4,6,9,1950,3904,15.6,11
785,2,186.24,5,11,1663,3651,11.26,12
786,2,186.24,1,11,1178,3594,11.26,8
787,2,116.6,7,6,1707,2267,4.66,1
788,2,132.4,3,10,1263,3377,6.24,12
789,2,360.96,1,2,1979,3091,18.54,23
790,2,149,7,11,1254,2236,7.9,11
791,2,139.4,5,12,1484,2754,6.94,22
792,1,65.15,7,9,1834,2979,6.03,5
793,2,169.6,1,13,1819,2668,9.96,6
794,3,152.04,1,12,1054,3740,16.17,12
795,2,360.96,7,12,1945,3714,18.54,11
796,4,57.1,8,15,1873,3419,4.42,3
797,3,122.04,13,7,1265,3420,13.67,13
798,1,73.3,9,7,1466,2595,7.66,7
799,2,241.2,4,12,1922,2742,13.55,23
800,3,147.84,9,5,1339,3176,15.82,16
801,2,114.3,6,5,1737,2484,4.43,12
802,2,381.6,13,4,1858,3751,19.4,9
803,1,143.4,3,6,1039,3826,15.45,17
804,2,286.8,15,6,1067,3431,15.45,12
805,2,150.4,6,13,1737,3362,8.04,17
806,2,125.8,14,8,1307,3759,5.58,12
807,4,106.68,7,12,1712,3330,12.39,12
808,1,195.84,7,10,1307,2616,19.82,6
809,1,88,9,3,1336,2077,10.6,6
810,1,138.36,12,11,1948,3521,15.03,6
811,1,137.52,14,8,1596,3642,14.96,11
812,2,146.6,15,7,1720,3443,7.66,20
813,1,180.84,2,10,1170,3673,18.57,7
814,2,132.4,15,3,1565,3858,6.24,15
815,2,177.2,2,1,1221,2181,10.72,6
816,2,155.2,13,8,1385,3710,8.52,12
817,4,78,14,1,1684,3734,8.6,12
818,2,228.72,2,10,1937,3425,13.03,6
819,2,312.72,7,12,1948,2002,16.53,11
820,4,170.4,3,15,1559,2428,17.7,5
821,2,310.32,11,5,1885,2274,16.43,16
822,4,79,3,5,1333,3719,8.8,20
823,4,99.6,9,5,1527,3775,11.8,19
824,1,73.3,12,7,1229,2100,7.66,22
825,2,158.9,15,7,1371,2538,8.89,14
826,3,143.4,4,2,1859,2933,15.45,19
827,4,96.12,7,2,1166,3344,11.51,19
828,2,149.8,8,4,1804,3533,7.98,17
829,4,159.12,7,11,1935,3562,16.76,17
830,2,99.8,11,3,1863,2545,2.98,16
831,4,45.9,2,3,1018,3708,2.18,2
832,4,67.25,12,14,1279,3944,6.45,4
833,2,92.1,3,13,1644,3576,2.21,19
834,4,96.12,10,2,1219,2067,11.51,6
835,2,114.3,8,6,1664,2761,4.43,9
836,2,155.7,12,7,1957,2562,8.57,5
837,2,99,6,7,1790,3357,2.9,13
838,4,82.6,11,11,1600,2842,9.52,15
839,1,117.36,2,3,1619,3633,13.28,10
840,3,99.6,7,5,1541,3410,11.8,10
841,3,113.76,5,13,1854,2173,12.98,13
842,2,304.08,15,14,1543,2014,16.17,8
843,2,134.5,7,14,1624,3467,6.45,20
844,2,165.2,9,14,1978,3604,9.52,22
845,2,340.8,8,15,1967,2405,17.7,22
846,4,165.24,4,15,1982,3682,17.27,6
847,2,228.72,12,10,1919,3430,13.03,17
848,2,318.24,15,11,1579,3366,16.76,11
849,3,77.85,9,10,1659,2702,8.57,12
850,2,310.32,4,5,1427,3772,16.43,7
851,1,197.76,4,11,1792,3550,19.98,11
852,3,58.55,2,5,1919,2714,4.71,21
853,3,138.36,14,3,1531,2110,15.03,6
854,2,96.8,7,10,1278,3040,2.68,6
855,4,99.6,14,13,1667,3962,11.8,12
856,2,312.72,4,12,1043,3913,16.53,14
857,2,211.68,8,2,1327,2596,12.32,12
858,3,56.9,9,9,1268,2496,4.38,20
859,2,149.8,6,13,1653,3386,7.98,9
860,2,305.76,12,1,1329,2215,16.24,4
861,2,106.9,13,9,1187,2703,3.69,6
862,2,125.4,2,14,1548,2207,5.54,13
863,3,77.6,9,4,1274,3552,8.52,22
864,2,130.3,1,12,1890,2534,6.03,12
865,2,149.5,6,4,1337,3349,7.95,8
866,4,180.48,8,12,1523,3380,18.54,10
867,4,113.76,8,13,1528,3995,12.98,12
868,4,186,8,15,1445,2566,19,13
869,4,186,13,15,1013,2950,19,6
870,2,92.1,7,13,1615,2324,2.21,7
871,2,336.48,9,7,1966,3821,17.52,6
872,4,45.9,6,5,1407,2881,2.18,11
873,2,141,2,9,1488,3140,7.1,12
874,1,82.1,7,7,1413,2735,9.42,17
875,3,188.64,1,7,2000,3772,19.22,12
876,3,155.4,13,15,1865,2117,16.45,12
877,2,276.72,10,3,1176,2162,15.03,7
878,1,135.6,8,10,1716,3241,14.8,21
879,3,82.3,1,4,1054,3993,9.46,22
880,1,88,9,2,1117,3922,10.6,6
881,1,155.16,14,5,1723,3647,16.43,6
882,2,192.24,14,2,1009,3970,11.51,17
883,4,154.8,2,9,1623,3044,16.4,11
884,2,361.68,8,6,1138,2895,18.57,17
885,2,110.4,3,11,1030,3411,4.04,13
886,2,166.8,3,5,1709,3005,9.68,22
887,4,145.2,5,9,1169,3131,15.6,18
888,3,46.05,7,13,1162,2519,2.21,13
889,3,152.88,14,6,1871,3701,16.24,6
890,2,156,4,1,1680,2089,8.6,16
891,2,164.6,8,10,1039,3916,9.46,14
892,1,53.45,11,5,1813,2635,3.69,11
893,2,247.2,8,8,1223,3440,13.8,8
894,2,134.5,4,14,1041,2963,6.45,18
895,2,164.2,9,8,1079,3338,9.42,20
896,2,372,4,15,1704,2794,19,6
897,2,301.68,9,13,1584,2730,16.07,11
898,2,117.1,8,11,1038,3283,4.71,15
899,2,149,7,1,1375,3723,7.9,10
900,1,89.15,14,10,1362,2066,10.83,13
901,2,114.3,15,6,1553,2547,4.43,18
902,2,148.5,12,6,1234,2341,7.85,23
903,2,305.76,3,1,1484,3112,16.24,6
904,2,234.72,15,14,1221,3294,13.28,6
905,4,92.88,13,13,1944,3268,11.24,11
906,2,213.36,3,12,1882,2598,12.39,19
907,2,318.24,7,9,1519,3402,16.76,12
908,2,158.9,12,9,1821,3404,8.89,18
909,1,159.12,5,11,1335,2946,16.76,9
910,1,114.36,7,2,1388,2106,13.03,15
911,1,180.48,7,12,1135,2354,18.54,1
912,2,211.68,4,9,1144,2218,12.32,10
913,2,96.8,11,15,2000,2991,2.68,6
914,4,138.36,5,11,1367,2014,15.03,1
915,2,199.2,4,5,1699,3023,11.8,15
916,2,182.64,7,10,1988,2879,11.11,6
917,2,247.2,12,12,1517,3214,13.8,17
918,2,141,11,10,1087,2148,7.1,17
919,2,130.3,12,7,1850,3411,6.03,18
920,2,213.36,6,15,1801,3511,12.39,9
921,2,117.1,14,5,1506,2857,4.71,16
922,3,53.45,8,5,1996,3124,3.69,11
923,2,121.2,6,13,1660,2882,5.12,20
924,2,213.36,3,15,1140,2536,12.39,1
925,3,82.1,5,7,1478,3308,9.42,12
926,2,354,7,12,1742,2999,18.25,16
927,3,57.15,11,5,1755,2749,4.43,16
928,2,169.6,10,12,1814,3911,9.96,17
929,2,247.2,6,12,1014,2873,13.8,13
930,1,57.1,2,4,1426,2399,4.42,11
931,2,125.8,8,8,1948,3126,5.58,6
932,2,100.4,2,1,1943,3060,3.04,4
933,2,93.6,7,6,1964,3375,2.36,12
934,2,254.64,14,11,1043,2581,14.11,18
935,3,152.16,10,15,1499,3804,16.18,14
936,2,185.76,2,13,1168,2741,11.24,3
937,2,100.4,14,1,1539,2110,3.04,11
938,2,178.3,2,2,1331,3581,10.83,12
939,2,178.3,6,10,1504,2276,10.83,8
940,1,53.45,8,9,1751,2553,3.69,12
941,2,376.56,14,1,1757,2417,19.19,12
942,2,326.88,2,2,1170,3040,17.12,6
943,1,165.24,12,15,1060,2580,17.27,9
944,1,188.64,12,7,1165,2563,19.22,20
945,4,147.84,14,5,1215,2450,15.82,1
946,1,154.8,2,9,1844,2545,16.4,5
947,2,156,7,1,1108,2827,8.6,10
948,1,168.24,5,7,1646,2203,17.52,18
949,2,310.8,5,1,1385,2071,16.45,16
950,1,188.64,14,13,1751,2294,19.22,11
951,2,132,10,14,1696,2528,6.2,6
952,2,169.6,4,12,1032,2919,9.96,12
953,4,46.05,9,10,1790,2740,2.21,16
954,2,213.36,1,15,1810,3729,12.39,13
955,2,99.8,15,15,1227,3381,2.98,19
956,4,99.96,12,12,1002,2218,11.83,19
957,1,59.1,3,11,1091,3162,4.82,11
958,1,120.6,9,1,1924,3065,13.55,6
959,4,49.5,7,15,1578,2946,2.9,8
960,2,391.68,7,14,1947,2257,19.82,13
961,2,309.6,10,9,1989,2705,16.4,2
962,2,227.52,10,2,1713,2655,12.98,11
963,1,91.32,4,12,1991,2680,11.11,4
964,2,113.8,8,9,1166,3993,4.38,20
965,2,116.6,12,3,1906,2831,4.66,18
966,2,118.2,9,11,1117,2574,4.82,11
967,2,340.8,6,5,1567,3626,17.7,4
968,2,227.52,12,13,1416,3444,12.98,17
969,3,50.25,4,15,1571,3029,3.05,6
970,2,220.8,7,1,1301,3078,12.7,10
971,2,173.4,4,6,1701,2153,10.34,9
972,2,125.8,1,13,1346,3854,5.58,11
973,4,159.12,1,9,1759,2303,16.76,17
974,2,99,10,15,1309,3778,2.9,16
975,2,247.2,6,12,1907,3945,13.8,9
976,4,67.25,6,14,1030,3400,6.45,18
977,3,66,3,14,1418,3104,6.2,16
978,2,381.6,15,4,1279,2931,19.4,17
979,1,45.9,1,3,1366,3233,2.18,7
980,1,88,12,15,1224,3895,10.6,11
981,2,129,8,9,1589,2852,5.9,9
982,1,117.36,7,3,1595,2042,13.28,6
983,2,125.4,5,14,1334,2765,5.54,11
984,2,182.64,12,12,1400,2629,11.11,14
985,4,52.65,2,8,1988,3672,3.53,6
986,3,82.3,7,4,1718,2229,9.46,10
987,2,99,10,15,1278,2446,2.9,6
988,2,336.48,8,7,1463,3886,17.52,12
989,2,323.76,12,14,1721,3506,16.99,6
990,2,114.3,12,5,1694,2281,4.43,17
991,2,93.6,11,6,1318,2705,2.36,12
992,2,291.84,10,14,1264,2390,15.66,16
993,1,45,9,1,1248,3161,2,22
994,3,155.4,6,1,1120,3819,16.45,6
995,2,114.3,7,6,1572,3722,4.43,13
996,2,304.32,14,15,1388,2908,16.18,17
997,3,123.6,3,8,1330,2566,13.8,16
998,2,166.8,13,5,1016,2399,9.68,14
999,2,164.6,7,10,1458,3159,9.46,7
1000,3,57.1,5,4,1240,3926,4.42,12
1001,1,93.36,9,2,1403,3807,11.28,22
1002,2,323.76,6,6,1353,2497,16.99,15
1003,2,114.3,12,5,1868,2388,4.43,10
1004,2,211.68,14,9,1300,2463,12.32,17
1005,4,138.36,13,3,1494,2839,15.03,14
1006,1,50.2,7,1,1956,2145,3.04,5
1007,2,391.68,10,10,1768,2158,19.82,17
1008,4,74.75,7,4,1449,3810,7.95,20
1009,3,57.15,11,5,1662,3249,4.43,20
1010,2,376.56,9,2,1007,2372,19.19,22
1011,1,167.16,3,12,1591,2229,17.43,6
1012,1,114.36,1,10,1724,2199,13.03,22
1013,1,64.9,1,8,1623,3568,5.98,21
1014,2,130.3,4,7,1961,2297,6.03,16
1015,2,323.76,5,14,1750,2974,16.99,6
1016,2,158,15,4,1167,3695,8.8,12
1017,2,113.8,10,8,1920,3819,4.38,5
1018,2,372,7,6,1268,3000,19,19
1019,3,52.65,7,8,1874,3209,3.53,17
1020,4,77.85,6,10,1017,3513,8.57,6
1021,1,77.85,2,10,1166,3943,8.57,21
1022,2,92.1,3,13,1291,2932,2.21,6
1023,4,138.36,15,3,1969,3242,15.03,11
1024,2,173.4,2,6,1869,2339,10.34,6
1025,2,129.8,2,8,1159,2548,5.98,21
1026,2,176,2,15,1679,2129,10.6,9
1027,1,163.44,10,2,1620,2153,17.12,16
1028,1,55.2,15,11,1148,2179,4.04,11
1029,2,254.64,1,6,1198,3523,14.11,12
1030,2,326.88,4,2,1408,2575,17.12,2
1031,2,227.52,9,13,1188,2690,12.98,6
1032,2,166.8,13,7,1952,3311,9.68,12
1033,2,149,8,1,1536,2069,7.9,18
1034,2,164.6,5,4,1139,2734,9.46,9
1035,2,304.08,13,14,1856,3155,16.17,11
1036,1,45.9,1,5,1092,3806,2.18,6
1037,1,59.1,7,8,1648,3076,4.82,14
1038,2,234.72,9,14,1301,3491,13.28,20
1039,1,50.2,15,7,1425,2329,3.04,18
1040,2,276.72,9,11,1150,2941,15.03,6
1041,2,310.32,1,5,1605,2045,16.43,17
1042,2,182.64,1,10,1759,2034,11.11,6
1043,2,130.3,3,7,1388,2284,6.03,16
1044,2,116.6,8,3,1099,3982,4.66,12
1045,4,73.3,3,7,1477,2122,7.66,1
1046,2,92.1,14,10,1638,2799,2.21,6
1047,2,247.2,5,8,1671,3995,13.8,19
1048,2,224.64,12,4,1252,3084,12.86,19
1049,3,73.3,14,7,1214,2609,7.66,19
1050,2,114.3,14,6,1982,3658,4.43,18
1051,2,372,13,15,1715,3000,19,10
1052,4,74.9,7,13,1370,3235,7.98,19
1053,1,66.2,2,3,1927,3950,6.24,10
1054,2,117.1,2,11,1835,3442,4.71,11
1055,3,106.68,7,12,1600,3475,12.39,11
1056,2,155.7,9,7,1009,3057,8.57,12
1057,2,125.4,4,14,1421,2130,5.54,13
1058,3,77.85,12,7,1037,2423,8.57,16
1059,4,59.1,6,11,1029,3439,4.82,19
1060,1,84.8,14,12,1537,2802,9.96,6
1061,3,89.15,10,2,1591,3287,10.83,17
1062,2,125.4,15,4,1732,3992,5.54,10
1063,4,168.24,2,3,1789,2955,17.52,6
1064,2,309.6,3,14,1066,2818,16.4,6
1065,2,166.8,15,7,1982,2872,9.68,22
1066,1,137.52,13,3,1635,3803,14.96,4
1067,2,340.8,9,5,1169,3235,17.7,2
1068,2,178.3,3,7,1704,3947,10.83,1
1069,2,99.8,11,3,1298,3685,2.98,19
1070,2,220.8,6,10,1962,3397,12.7,22
1071,2,100.4,12,7,1110,2849,3.04,13
1072,2,247.2,3,12,1450,2229,13.8,22
1073,4,48.4,7,15,1445,3367,2.68,7
1074,4,74.9,6,13,1524,3018,7.98,10
1075,3,78,1,1,1218,3942,8.6,11
1076,1,59.1,7,8,1825,2867,4.82,12
1077,3,92.88,6,13,1311,3953,11.24,19
1078,4,114.36,7,10,1576,2631,13.03,15
1079,2,139.4,12,12,1592,2086,6.94,6
1080,4,52.65,8,15,1067,3014,3.53,6
1081,2,146.6,14,6,1826,3514,7.66,11
1082,3,113.76,9,13,1338,3183,12.98,16
1083,2,177.2,11,4,1267,3550,10.72,10
1084,4,70.5,4,10,1414,2515,7.1,11
1085,2,158,11,5,1928,3817,8.8,6
1086,1,123.6,12,8,1290,3804,13.8,4
1087,2,132,1,2,1711,2418,6.2,12
1088,2,116.6,6,3,1051,3204,4.66,13
1089,2,164.6,8,4,1044,2627,9.46,2
1090,2,304.32,1,14,1490,3637,16.18,9
1091,2,158,12,4,1930,3229,8.8,6
1092,2,304.08,14,14,1675,3523,16.17,18
1093,2,125.8,12,8,1391,2445,5.58,7
1094,1,53.45,1,5,1502,3408,3.69,11
1095,2,150.4,12,13,1248,3972,8.04,8
1096,2,305.76,5,6,1464,3550,16.24,19
1097,1,46.05,10,10,1666,2392,2.21,13
1098,4,74.5,8,1,1367,3276,7.9,6
1099,3,152.88,4,6,1774,2658,16.24,21
1100,2,149.8,4,4,1775,2822,7.98,4
1101,2,100.5,12,15,1164,2595,3.05,1
1102,4,83.4,15,5,1581,2076,9.68,10
1103,2,158.9,8,9,1154,3269,8.89,13
1104,4,88,6,15,1414,3032,10.6,10
1105,3,74.75,10,11,1903,3983,7.95,15
1106,2,106.9,1,5,1107,2142,3.69,12
1107,1,165.24,11,13,1948,3903,17.27,20
1108,2,121.2,15,6,1621,3521,5.12,23
1109,1,152.88,2,1,1888,3821,16.24,6
1110,2,286.8,4,6,1446,2340,15.45,6
1111,2,178.3,10,8,1032,2054,10.83,14
1112,2,117.1,15,5,1229,3933,4.71,16
1113,2,305.76,4,6,1168,3600,16.24,6
1114,1,49.5,1,15,1896,2130,2.9,6
1115,1,50.2,7,7,1767,3253,3.04,6
1116,1,99.6,10,5,1383,3147,11.8,21
1117,2,169.6,14,13,1772,2165,9.96,19
1118,4,74.75,15,11,1089,3574,7.95,18
1119,2,130.3,13,7,1724,3287,6.03,1
1120,2,234.72,11,3,1823,2972,13.28,20
1121,2,169.6,2,13,1502,3906,9.96,1
1122,2,129.8,13,5,1502,2613,5.98,19
1123,2,130.3,6,9,1804,3449,6.03,6
1124,3,79,1,5,1092,2470,8.8,2
1125,2,336.48,11,7,1119,3910,17.52,18
1126,3,82.1,9,7,1141,2741,9.42,20
1127,1,155.4,2,15,1352,2675,16.45,6
1128,2,121.2,1,6,1244,3707,5.12,5
1129,2,291.84,11,5,1780,2383,15.66,1
1130,2,93.6,9,6,1611,3006,2.36,7
1131,2,176,10,3,1393,2348,10.6,20
1132,2,114.2,6,15,1941,2795,4.42,16
1133,2,381.6,5,4,1880,3039,19.4,12
1134,3,120.6,11,1,1529,3962,13.55,6
1135,1,83.4,1,7,1101,3328,9.68,14
1136,1,50.25,9,15,1579,3692,3.05,6
1137,2,110.2,2,8,1917,2839,4.02,16
1138,1,55.2,1,2,1661,2244,4.04,11
1139,2,125.8,12,8,1453,2858,5.58,2
1140,2,177.2,11,1,1598,2030,10.72,1
1141,4,45,10,3,1878,3373,2,21
1142,1,45.9,11,3,1926,2685,2.18,6
1143,2,199.92,2,11,1347,2550,11.83,11
1144,1,83.4,4,7,1806,2285,9.68,12
1145,2,224.64,4,4,1503,3059,12.86,17
1146,2,118.2,14,8,1005,2337,4.82,6
1147,3,154.8,11,14,1560,2435,16.4,13
1148,2,177.2,5,1,1740,3850,10.72,1
1149,4,152.04,11,12,1604,3791,16.17,9
1150,3,50.2,5,7,1950,2208,3.04,22
1151,2,96.8,8,15,1429,2393,2.68,17
1152,2,224.64,14,3,1783,2676,12.86,20
1153,2,220.8,12,1,1241,3925,12.7,12
1154,4,106.68,12,15,1435,3487,12.39,4
1155,3,188.64,8,13,1851,2536,19.22,6
1156,2,91.8,5,5,1145,3850,2.18,10
1157,2,125.4,12,14,1906,2987,5.54,6
1158,2,182.64,1,10,1718,3141,11.11,9
1159,2,155.7,2,10,1686,3237,8.57,6
1160,2,96.8,15,10,1377,3554,2.68,12
1161,2,150.4,15,13,1787,2048,8.04,21
1162,3,96.12,13,15,1828,3053,11.51,14
1163,2,129.8,7,5,1160,2068,5.98,9
1164,2,254.64,13,11,1695,2824,14.11,15
1165,3,60.6,4,13,1784,2041,5.12,10
1166,2,169.6,3,12,1755,2621,9.96,11
1167,4,154.8,6,9,1578,2839,16.4,12
